price_mnt,log_price,area_m2,rooms,floor,total_floors,floor_ratio,building_age,year_built,has_balcony,balcony_count,has_garage,has_elevator,is_finished,district,district_grouped,window_type,door_type,floor_material,price_per_m2
250000000.0,19.33697147582652,55.7,2,8.0,16.0,0.5,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,4488330.341113105
261180000.0,19.380720382756536,59.36,2,7.0,16.0,0.4375,0,2025,1,0,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,4399932.614555256
275000000.0,19.432281655630845,74.55,3,9.0,16.0,0.5625,0,2026,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,3688799.463447351
1050000000.0,20.772056001115843,180.0,5,12.0,12.0,1.0,12,2013,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,5833333.333333333
495000000.0,20.020068320532964,150.0,5,1.0,4.0,0.25,26,1999,1,2,0,0,1,Чингэлтэй,Чингэлтэй,Вакум,Бүргэд,Плита,3300000.0
225000000.0,19.231610960168695,56.35,2,12.0,12.0,1.0,7,2018,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3992901.508429459
1500000000.0,21.128730945054574,180.3,4,2.0,10.0,0.2,10,2015,1,2,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,8319467.554076538
262000000.0,19.38385506172537,69.22,3,4.0,9.0,0.4444444444444444,8,2017,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3785033.2273909277
205000000.0,19.138520537102682,51.67,2,3.0,12.0,0.25,13,2012,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3967485.968647184
678000000.0,20.33465784590467,90.49,4,3.0,16.0,0.1875,1,2024,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,7492540.612222346
196000000.0,19.09362521719479,47.15,2,4.0,16.0,0.25,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4156945.91728526
245000000.0,19.316768768509,55.14,2,16.0,16.0,1.0,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4443235.400797969
801500000.0,20.501995530013883,167.0,4,5.0,16.0,0.3125,12,2013,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,4799401.19760479
2920000000.0,21.7948494532266,277.8,6,,,,5,2020,1,0,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,10511159.107271418
599740000.0,20.212006785931067,76.89,3,7.0,25.0,0.28,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,7799973.98881519
180950000.0,19.013731307974027,36.19,2,2.0,16.0,0.125,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,5000000.0
240000000.0,19.296149481306266,56.0,2,1.0,5.0,0.2,17,2008,1,2,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4285714.285714285
500000000.0,20.030118656386467,71.3,3,11.0,16.0,0.6875,1,2024,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,7012622.720897616
619000000.0,20.24361583064887,79.98,3,14.0,23.0,0.6086956521739131,3,2022,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,7739434.858714678
220000000.0,19.209138104316636,48.33,2,9.0,16.0,0.5625,1,2024,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4552038.071591144
150000000.0,18.82614585206053,39.91,2,10.0,10.0,1.0,9,2016,1,0,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3758456.5271861693
300000000.0,19.519293032620475,42.2,2,10.0,16.0,0.625,4,2021,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,7109004.7393364925
580000000.0,20.17853866150474,145.0,3,4.0,7.0,0.5714285714285714,10,2015,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,4000000.0
365000000.0,19.715407911546766,67.95,2,5.0,12.0,0.4166666666666667,0,2026,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,5371596.762325239
136000000.0,18.728165443700327,29.0,1,9.0,9.0,1.0,12,2013,1,0,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4689655.172413793
144000000.0,18.785323857540273,45.0,2,15.0,16.0,0.9375,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3200000.0
174800000.0,18.97915302118571,46.0,2,10.0,16.0,0.625,0,2026,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3800000.0
247000000.0,19.324898894592252,57.77,3,15.0,16.0,0.9375,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4275575.558248226
249000000.0,19.33296345442898,49.88,2,9.0,16.0,0.5625,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4991980.753809142
168300000.0,18.941258659161033,51.0,2,3.0,16.0,0.1875,13,2012,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,3300000.0
260000000.0,19.3761921889798,56.53,2,4.0,16.0,0.25,0,2025,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр вакум,Паркет,4599327.790553688
122000000.0,18.61953160269753,29.0,2,5.0,5.0,1.0,35,1990,1,1,0,0,1,Сонгинохайрхан,Сонгинохайрхан,Вакум,Бүргэд,Паркет,4206896.551724138
890010000.0,20.606743256582394,96.74,3,4.0,23.0,0.17391304347826086,0,2026,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,9200020.67397147
395000000.0,19.794396322865396,85.87,3,6.0,16.0,0.375,0,2025,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр вакум,Паркет,4599976.708978688
229000000.0,19.249232561518514,54.97,2,10.0,16.0,0.625,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4165908.677460433
170000000.0,18.951308995014536,59.19,2,6.0,12.0,0.5,4,2021,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,2872106.7747930395
308000000.0,19.54561034093785,59.45,3,7.0,12.0,0.5833333333333334,6,2019,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,5180824.222035323
173900000.0,18.973990979324512,47.0,2,6.0,16.0,0.375,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3700000.0
225000000.0,19.231610960168695,55.0,2,9.0,12.0,0.75,12,2013,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4090909.090909091
260000000.0,19.3761921889798,72.0,3,12.0,15.0,0.8,3,2022,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3611111.111111111
1020000000.0,20.74306846424259,68.0,2,10.0,24.0,0.4166666666666667,1,2024,1,0,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,15000000.0
120000000.0,18.60300230074632,28.0,1,4.0,5.0,0.8,16,2009,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,4285714.285714285
126000000.0,18.65179246491575,46.7,2,1.0,6.0,0.16666666666666666,12,2013,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,2698072.8051391863
569000000.0,20.159390992090604,82.0,3,6.0,16.0,0.375,3,2022,1,1,1,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,6939024.390243903
230000000.0,19.25358986688747,53.1,2,7.0,16.0,0.4375,3,2022,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4331450.094161958
313000000.0,19.561713748504427,61.97,3,9.0,16.0,0.5625,3,2022,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,5050831.047280942
1710000000.0,21.25975920746098,200.0,5,2.0,17.0,0.11764705882352941,8,2017,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,8550000.0
613000000.0,20.233875493900484,115.0,3,6.0,16.0,0.375,3,2022,1,0,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5330434.782608695
218000000.0,19.200005620753362,40.19,2,12.0,16.0,0.75,10,2015,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,5424234.884299577
186000000.0,19.041257231677477,40.0,2,4.0,13.0,0.3076923076923077,7,2018,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4650000.0
173000000.0,18.968802152462054,45.7,2,16.0,16.0,1.0,0,2026,1,1,0,0,1,Чингэлтэй,Чингэлтэй,Вакум,Бүргэд,Паркет,3785557.986870897
470000000.0,19.96824325266838,95.9,3,6.0,16.0,0.375,3,2022,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,4900938.477580813
316800000.0,19.573781217904546,72.0,3,9.0,16.0,0.5625,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4400000.0
310000000.0,19.552082855443466,58.61,2,9.0,16.0,0.5625,2,2023,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5289199.795256782
230000000.0,19.25358986688747,59.26,2,3.0,5.0,0.6,38,1987,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3881201.4849814377
158000000.0,18.87810559099124,45.34,2,7.0,13.0,0.5384615384615384,6,2019,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3484781.6497573885
428000000.0,19.87463375354607,99.7,3,3.0,8.0,0.375,11,2014,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,4292878.635907723
302000000.0,19.525937575339142,58.97,2,15.0,16.0,0.9375,0,2025,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,5121248.092250297
550000000.0,20.125428836190792,125.24,4,5.0,12.0,0.4166666666666667,12,2013,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4391568.189076972
405000000.0,19.819397625070813,47.41,2,14.0,16.0,0.875,0,2026,1,1,0,0,1,Чингэлтэй,Чингэлтэй,Вакум,Вакум,Паркет,8542501.581944738
607250000.0,20.224451125846556,68.23,3,13.0,16.0,0.8125,0,2025,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,8900043.968928624
458430000.0,19.94331816624955,79.04,3,7.0,16.0,0.4375,0,2026,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр вакум,Паркет,5799974.696356275
175000000.0,18.980296531887788,51.8,2,2.0,12.0,0.16666666666666666,6,2019,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3378378.3783783787
333000000.0,19.623653047944718,74.0,3,9.0,16.0,0.5625,9,2016,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Вакум,Паркет,4500000.0
275000000.0,19.432281655630845,70.0,3,1.0,9.0,0.1111111111111111,40,1985,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,3928571.4285714286
465000000.0,19.95754796355163,95.9,3,6.0,16.0,0.375,4,2021,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,4848800.834202293
282000000.0,19.457417628902387,55.59,2,15.0,16.0,0.9375,1,2024,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5072854.830005396
215000000.0,19.186148586091935,50.5,2,13.0,16.0,0.8125,4,2021,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4257425.742574258
611000000.0,20.23060751713587,78.32,3,15.0,16.0,0.9375,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Вакум,Паркет,7801327.885597549
230000000.0,19.25358986688747,54.5,2,11.0,16.0,0.6875,11,2014,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4220183.486238532
125000000.0,18.643824295266576,35.98,1,8.0,16.0,0.5,2,2023,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,3474152.306837132
178000000.0,18.99729410825636,59.0,3,6.0,12.0,0.5,10,2015,1,1,0,0,1,Сонгинохайрхан,Сонгинохайрхан,Вакум,Бүргэд,Паркет,3016949.1525423727
230000000.0,19.25358986688747,52.5,2,13.0,16.0,0.8125,0,2025,1,1,1,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,4380952.380952381
455000000.0,19.935807976915225,94.78,3,8.0,16.0,0.5,2,2023,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4800590.841949779
189000000.0,19.057257573023918,45.0,2,13.0,16.0,0.8125,0,2026,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4200000.0
225000000.0,19.231610960168695,51.61,2,9.0,10.0,0.9,15,2010,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4359620.228637861
220000000.0,19.209138104316636,61.8,3,5.0,12.0,0.4166666666666667,0,2026,1,2,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3559870.5501618125
179000000.0,19.00289636380503,54.24,2,9.0,16.0,0.5625,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3300147.4926253688
195000000.0,19.08851011652802,61.8,3,1.0,12.0,0.08333333333333333,0,2026,1,2,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3155339.805825243
170000000.0,18.951308995014536,55.0,2,1.0,10.0,0.1,12,2013,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,3090909.090909091
202500000.0,19.12625044451087,45.0,2,14.0,16.0,0.875,0,2025,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4500000.0
255000000.0,19.3567741031227,42.6,2,3.0,12.0,0.25,9,2016,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,5985915.492957747
296510000.0,19.507591502646136,87.21,3,4.0,12.0,0.3333333333333333,12,2013,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3399954.133700264
245000000.0,19.316768768509,54.41,2,1.0,6.0,0.16666666666666666,12,2013,1,0,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4502848.74104025
280000000.0,19.450300161133523,76.0,2,4.0,5.0,0.8,8,2017,1,0,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3684210.5263157897
260000000.0,19.3761921889798,79.8,3,6.0,12.0,0.5,7,2018,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3258145.3634085213
320000000.0,19.583831553758046,57.87,2,2.0,9.0,0.2222222222222222,11,2014,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5529635.389666494
167000000.0,18.93350437038103,46.32,2,7.0,12.0,0.5833333333333334,6,2019,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3605354.0587219344
200000000.0,19.11382792451231,47.13,2,4.0,16.0,0.25,0,2026,1,1,0,0,1,Чингэлтэй,Чингэлтэй,Вакум,Бүргэд,Паркет,4243581.582855931
493000000.0,20.016019732006963,105.81,3,7.0,12.0,0.5833333333333334,10,2015,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4659294.962668935
155000000.0,18.858935674883522,45.51,2,3.0,12.0,0.25,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3405844.8692595037
139000000.0,18.749984491094967,38.53,2,7.0,12.0,0.5833333333333334,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3607578.5102517516
150000000.0,18.82614585206053,27.0,1,4.0,10.0,0.4,13,2012,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,5555555.555555556
300000000.0,19.519293032620475,101.65,3,1.0,10.0,0.1,7,2018,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,2951303.492375799
208000000.0,19.15304863766559,53.35,2,8.0,16.0,0.5,1,2024,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3898781.6307403934
200000000.0,19.11382792451231,27.0,1,4.0,10.0,0.4,9,2016,1,0,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,7407407.407407408
278000000.0,19.44313167165491,77.0,3,3.0,16.0,0.1875,0,2026,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,3610389.6103896103
150000000.0,18.82614585206053,39.0,2,10.0,10.0,1.0,9,2016,1,0,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3846153.846153846
174000000.0,18.974565857178803,42.39,2,2.0,16.0,0.125,10,2015,1,0,0,0,1,Баянзүрх,Баянзүрх,Мод,Бүргэд,Паркет,4104741.684359519
125000000.0,18.643824295266576,54.0,2,1.0,7.0,0.14285714285714285,14,2011,1,1,0,0,1,Сонгинохайрхан,Сонгинохайрхан,Вакум,Бүргэд,Паркет,2314814.814814815
253770000.0,19.35193890294831,76.9,3,22.0,23.0,0.9565217391304348,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3299999.9999999995
260000000.0,19.3761921889798,50.0,2,13.0,16.0,0.8125,6,2019,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,5200000.0
1500000000.0,21.128730945054574,180.3,4,2.0,7.0,0.2857142857142857,10,2015,1,2,1,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,8319467.554076538
320000000.0,19.583831553758046,87.95,4,8.0,10.0,0.8,4,2021,1,1,1,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3638430.9266628767
200000000.0,19.11382792451231,68.59,3,8.0,9.0,0.8888888888888888,3,2022,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,2915876.9499927103
714500000.0,20.387093555334197,109.93,4,12.0,16.0,0.75,0,2025,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,6499590.64859456
317000000.0,19.574412331841554,81.2,3,4.0,12.0,0.3333333333333333,7,2018,1,1,1,0,1,Хан-Уул,Хан-Уул,Төмөр вакум,Төмөр вакум,Паркет,3903940.8866995075
768500000.0,20.459951120942925,132.5,3,14.0,25.0,0.56,0,2026,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,5800000.0
158000000.0,18.87810559099124,44.5,2,12.0,12.0,1.0,6,2019,1,0,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3550561.797752809
503000000.0,20.036100728064014,105.81,3,3.0,12.0,0.25,10,2015,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4753803.98828088
611000000.0,20.23060751713587,78.32,3,15.0,16.0,0.9375,0,2026,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,7801327.885597549
190000000.0,19.06253463012476,49.5,2,7.0,16.0,0.4375,2,2023,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3838383.8383838385
190000000.0,19.06253463012476,50.0,2,2.0,5.0,0.4,41,1984,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3800000.0
1800000000.0,21.31105250184853,312.0,5,2.0,4.0,0.5,12,2013,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,5769230.769230769
930000000.0,20.650695144111577,242.0,5,4.0,5.0,0.8,16,2009,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,3842975.2066115704
295000000.0,19.502485914304096,78.01,3,11.0,16.0,0.6875,11,2014,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3781566.465837713
158000000.0,18.87810559099124,48.8,2,3.0,12.0,0.25,11,2014,1,1,0,0,1,Сонгинохайрхан,Сонгинохайрхан,Вакум,Вакум,Паркет,3237704.9180327873
328570000.0,19.610260462990663,50.55,2,,,,3,2022,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,6499901.088031652
453600000.0,19.932726310377817,94.5,3,12.0,16.0,0.75,11,2014,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,4800000.0
2660000000.0,21.701591959740018,273.98,5,,,,1,2024,1,1,1,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,9708737.864077669
100000000.0,18.420680743952367,31.0,1,7.0,12.0,0.5833333333333334,14,2011,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3225806.4516129033
265000000.0,19.395240383950497,66.26,3,9.0,16.0,0.5625,0,2026,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Төмөр,Паркет,3999396.3175369753
230000000.0,19.25358986688747,37.06,1,6.0,12.0,0.5,13,2012,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,6206152.1856448995
205000000.0,19.138520537102682,54.0,2,5.0,5.0,1.0,25,2000,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3796296.296296296
198000000.0,19.103777588658808,52.3,2,9.0,10.0,0.9,14,2011,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3785850.8604206503
150000000.0,18.82614585206053,16.0,1,5.0,5.0,1.0,36,1989,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,9375000.0
220000000.0,19.209138104316636,54.0,2,15.0,15.0,1.0,6,2019,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4074074.074074074
217000000.0,19.195407911504734,41.81,2,3.0,16.0,0.1875,2,2023,1,1,1,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,5190145.8981105
190000000.0,19.06253463012476,43.0,2,2.0,16.0,0.125,3,2022,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,4418604.651162791
158000000.0,18.87810559099124,44.5,2,12.0,12.0,1.0,5,2020,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3550561.797752809
357170000.0,19.6937224168774,79.37,3,14.0,16.0,0.875,3,2022,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4500062.996094242
258000000.0,19.36847014288589,59.98,2,6.0,16.0,0.375,0,2025,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,4301433.811270423
684000000.0,20.343468475586825,108.54,3,4.0,17.0,0.23529411764705882,14,2011,1,0,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,6301824.2122719735
263250000.0,19.38861470897836,49.67,2,12.0,16.0,0.75,0,2025,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5299979.8671230115
150000000.0,18.82614585206053,37.9,2,8.0,12.0,0.6666666666666666,10,2015,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3957783.64116095
683990000.0,20.343453855596913,108.57,3,4.0,17.0,0.23529411764705882,13,2012,1,0,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,6299990.7893524915
336380000.0,19.633752031263562,70.08,3,11.0,12.0,0.9166666666666666,3,2022,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,4799942.922374429
190000000.0,19.06253463012476,54.0,2,7.0,8.0,0.875,36,1989,1,1,0,0,1,Баянгол,Баянгол,Вакум,Бүргэд,Паркет,3518518.5185185187
280000000.0,19.450300161133523,92.0,3,2.0,16.0,0.125,8,2017,1,2,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3043478.2608695654
720000000.0,20.394761769974377,132.0,3,3.0,7.0,0.42857142857142855,8,2017,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,5454545.454545454
577440000.0,20.174115098858753,128.0,4,12.0,16.0,0.75,2,2023,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,4511250.0
158000000.0,18.87810559099124,44.5,2,12.0,12.0,1.0,6,2019,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3550561.797752809
332600000.0,19.622451124723103,58.35,2,3.0,14.0,0.21428571428571427,2,2023,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,5700085.689802913
300000000.0,19.519293032620475,94.5,4,4.0,9.0,0.4444444444444444,9,2016,1,1,1,0,1,Хан-Уул,Хан-Уул,Вакум,Бүргэд,Паркет,3174603.1746031744
155110000.0,18.859645100600932,45.0,2,8.0,12.0,0.6666666666666666,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,3446888.888888889
223000000.0,19.222682329424394,89.3,3,9.0,12.0,0.75,5,2020,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,2497200.4479283313
180000000.0,19.008467408854486,60.0,2,2.0,4.0,0.5,36,1989,1,1,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Бүргэд,Паркет,3000000.0
208000000.0,19.15304863766559,53.35,2,7.0,16.0,0.4375,1,2024,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,3898781.6307403934
152070000.0,18.83985149911664,56.53,2,2.0,16.0,0.125,0,2026,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,2690076.0658057667
757500000.0,20.4455340953478,65.87,2,12.0,16.0,0.75,1,2024,1,0,0,0,1,Сүхбаатар,Сүхбаатар,Вакум,Төмөр,Паркет,11499924.092910277
815000000.0,20.518698671205136,96.0,4,11.0,23.0,0.4782608695652174,2,2023,1,2,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,8489583.333333334
590000000.0,20.19563309486404,95.65,3,10.0,15.0,0.6666666666666666,12,2013,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,6168322.007318348
215000000.0,19.186148586091935,55.0,2,6.0,9.0,0.6666666666666666,40,1985,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,3909090.909090909
170000000.0,18.951308995014536,59.0,3,6.0,6.0,1.0,9,2016,1,1,0,0,1,Баянгол,Баянгол,Вакум,Төмөр,Паркет,2881355.9322033897
325000000.0,19.599335740294013,72.0,3,5.0,12.0,0.4166666666666667,0,2026,1,1,0,0,1,Хан-Уул,Хан-Уул,Вакум,Төмөр,Паркет,4513888.888888889
212710000.0,19.175440293639834,51.88,2,14.0,16.0,0.875,2,2023,1,1,0,0,1,Баянзүрх,Баянзүрх,Вакум,Бүргэд,Паркет,4100038.550501156
